source,source_url,date_posted,company,title,category,location,job_type,tags_raw,description
Arbeitnow API,https://www.arbeitnow.co.uk/jobs/companies/neudata/account-director-new-business-london-200056,2026-09-17T00:40:04,Neudata,Account Director (New Business),Sales,London,Full Time,Sales,"Join Neudata - Account Director (New Business) Introducing Neudata: Neudata is the global leader in alternative and market data intelligence, helping investors, hedge funds and corporates discover, evaluate, and use data to make smarter decisions. Our independence is what really sets us apart - we provide objective, unbiased intelligence that our clients trust and depend on. With offices in London, New York, and Shanghai and a team of 100 people, we connect a vast global network of buyers and providers through our market-leading platforms and specialist consulting - and by providing a clear view of the data landscape, we help organisations navigate complexity and find their competitive edge. Joining Neudata really puts you at the heart of the fintech industry, where your work directly influences the data-driven strategies of the world's most sophisticated organisations. The Role: We're looking for an Account Director (New Business) to take our Scout and Ranger platforms to data buyers across EMEA and APAC: hedge funds, asset managers, private equity firms and the fast-growing world of AI. This is a pure new business role, and you'll own your territory end to end, from spotting the opportunity through to signing the deal. You'll be the face of Neudata in front of some of the most sophisticated investors in the market, running story-led demonstrations, guiding hands-on trials alongside our research analysts, and building relationships with the people who decide how their firms use external data. There is real scope to grow the role too, including the potential to manage an SDR or a wider SDR team as the territory develops. Your Key Responsibilities: Own a European and Asia-Pacific territory of institutional investor prospects, driving new business through proactive outreach, field trips and lead generation campaigns across email and social Run the full sales cycle: leading discovery and qualification calls, delivering value-based, story-led demonstrations of Scout and Ranger, then negotiating commercial terms and closing in line with quota Manage hands-on platform trials in partnership with our research analysts, aligning technical and business criteria so prospects can see the value for themselves Represent Neudata on stage and on the ground, presenting at our own high-profile events and at external conferences in the UK and overseas Become a trusted advisor to senior stakeholders, from Heads of Data and portfolio managers through to procurement leads Keep your pipeline sharp with rigorous CRM discipline and accurate forecasting, and feed market insight back to our product and research teams to help shape where we go next What You'll Bring: Strong experience in data, research or information sales, ideally into financial services, with a proven track record of originating and closing complex new logo deals A real understanding of how investment firms buy, particularly asset managers and hedge funds, and of the stakeholders involved along the way Sharp commercial acumen and the confidence to negotiate and close Outstanding presentation and communication skills, in person and online, in front of senior and technical audiences alike Genuine enthusiasm for alternative data, market data and investment research, and curiosity about where the data landscape is heading Experience coaching or managing SDRs is a bonus Our Benefits &amp; Perks: 25 days' annual leave, plus an extra day for each year of service (up to 30 days), alongside one paid volunteering day and two paid study days per year 📅 Hybrid and flexible working, including working from anywhere for up to 10 working days per year from a location of your choosing 🌎 Private medical insurance via Vitality (including dental, optical, and hearing) ✚ Enhanced maternity, paternity, adoption and shared parental policies 👨‍👩‍👧 Enhanced pension scheme via NEST 📈 Employee referral bonus of £1,000 per successful new hire you refer 💸 Key Details: Location: London (Moorgate) with hybrid"
The Muse API,https://www.themuse.com/jobs/jpmorganchase/risk-management-market-risk-coverage-lead-vice-president-0c07f7,2026-09-16T22:55:55,JPMorgan Chase,Risk Management - Market Risk Coverage Lead -Vice President,Management,"New York, NY",external,Management; Senior Level,"Bring your Expertise to JPMorganChase. As part of Risk Management and Compliance, you are at the center of keeping JPMorganChase strong and resilient. You help the firm grow its business in a responsible way by anticipating new and emerging risks and using your expert judgement to solve real-world challenges that impact our company, customers and communities. Our culture in Risk Management and Compliance is all about thinking outside the box, challenging the status quo and striving to be best-in-class. As a Market Risk Vice President in the Chief Investment Office, Treasury and Corporate Risk team, you will partner with portfolio managers to support risk and return decision-making and ensure the market risk profile is understood by senior management, the board, and regulators. You develop deep fixed income expertise and deliver analytics and insights that inform pre-trade reviews, limit setting, and risk transparency. You help us monitor exposures, reduce volatility in operating performance, and strengthen governance through clear reporting and disciplined escalation. Job responsibilities: Develop fixed income market and portfolio expertise and deliver analytics that inform pre-trade reviews and limit updates Monitor market risk positions daily to identify material exposures and concentrations and escalate key findings Synthesize macroeconomic research and market themes into reports that inform portfolio strategy and financial projections Present risk changes, top risks, and deep-dive analyses to senior risk management stakeholders Evaluate and coordinate updates to market risk models, including methodology review and impact assessment Partner with quantitative research and model review teams to improve transparency, methodologies, and reporting outputs Drive process and technology improvements that enhance efficiency and scalability across risk workflows Partner with other risk groups to strengthen standards and best practices and represent the team in cross-functional initiatives Respond to urgent ad-hoc requests from senior risk management with accuracy and timeliness Required qualifications, capabilities, and skills: Formal training or certification in risk management concepts and 5 years plus of applied experience Experience in risk management and fixed income or securitized products Understanding of fixed income markets with focus on rates and foreign exchange Knowledge of risk monitoring governance and controls, including value at risk, stress testing, return measures, and stress scenario construction Strong technical proficiency in Excel, VBA, and Bloomberg, with ability to learn and apply core business and risk systems Excellent written and verbal communication skills, translating technical concepts for diverse audiences Demonstrated ability to work independently and cross-functionally under pressure with strong attention to detail Ability to constructively challenge portfolio manager views and support risk and capital allocation decisions Self-motivated and accountable, with a proactive approach to issue resolution Preferred qualifications, capabilities, and skills: Advanced degree in finance, economics, or a related quantitative field, or an MBA Professional qualification such as Chartered Financial Analyst or equivalent Experience with macroeconomic modeling applied to financial projections and portfolio risk Familiarity with model risk governance and collaboration with quantitative research teams Prior market risk experience within a large financial institution or investment management firm ABOUT US JPMorganChase, one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transact"
The Muse API,https://www.themuse.com/jobs/kairospower/systems-engineer,2026-09-16T22:25:23,Kairos Power,Systems Engineer,Science and Engineering,"Alameda, CA",external,Science and Engineering; Mid Level,"Company Overview Kairos Power is a new nuclear energy technology and engineering company whose mission is to enable the world’s transition to clean energy, with the ultimate goal to dramatically improve people’s quality of life while protecting the environment. This goal will be accomplished through the commercialization of the fluoride-salt-cooled, high-temperature reactor (FHR) that can be deployed with robust safety, affordable costs, and flexible operation to accommodate the expansion of variable renewables. Job Summary Kairos Power is seeking a highly motivated Systems Engineer to support the development and integration of advanced nuclear energy systems. In this role, you will apply disciplined systems engineering methods to translate program objectives, stakeholder needs, and design inputs into clear, verifiable technical requirements and integrated system solutions. You will develop and maintain requirements, functional architectures, system architectures, interfaces, and verification strategies across multiple levels of the product and plant architecture. You will work closely with engineering disciplines, project management, licensing, quality, operations, suppliers, and external partners to identify integration concerns and resolve cross-functional technical issues. The role will lead focused systems engineering activities, coordinate multidisciplinary technical reviews, evaluate the system-level impacts of proposed changes, and support the management of technical risks, assumptions, issues, and dependencies throughout the engineering lifecycle. You will also mentor less-experienced engineers and contribute to the continuous improvement of Kairos Power systems engineering processes, tools, templates, training, and command media. Responsibilities Develop, allocate, maintain, and trace technical requirements across multiple levels of product and plant architecture. Translate program objectives, stakeholder needs, design inputs, and regulatory considerations into clear, complete, consistent, and verifiable requirements. Perform and support functional analysis and decomposition to define required system behavior and establish traceability between functions, requirements, architecture, and verification activities. Develop and maintain functional, logical, and physical system architectures. Define, document, coordinate, and manage internal and external interfaces between systems, organizations, suppliers, facilities, and external partners. Develop verification strategies, methods, plans, acceptance criteria, and evidence needed to demonstrate that requirements have been satisfied. Coordinate and facilitate multidisciplinary requirements, architecture, interface, integration, and verification reviews. Maintain knowledge of and support compliance with applicable company procedures, codes, standards, and regulatory requirements. Other duties as assigned. Qualifications Bachelor’s degree in Systems Engineering, Mechanical Engineering, Nuclear Engineering, Electrical Engineering, Aerospace Engineering, or a related technical field. Relevant professional experience applying systems engineering methods to complex engineering programs or products. Experience developing, allocating, maintaining, and tracing technical requirements. Experience with one or more of the following: functional analysis and decomposition, system architecture development, interface definition and management, system integration, requirements verification and validation, technical change-impact assessment. Experience coordinating technical reviews or leading focused cross-functional engineering activities. Strong technical writing, communication, presentation, and interpersonal skills. Experience in the nuclear industry, power generation, aerospace, defense, energy, or another highly regulated industry is preferred. Experience using requirements management tools such as Jama Connect is preferred. Experience with model-based systems engineering methods and to"
Arbeitnow API,https://www.arbeitnow.co.uk/jobs/companies/ocadogroup/head-of-analytics-london-342846,2026-09-16T21:55:51,ocadogroup,Head of Analytics,GTS - Mgmt & Support (Stream),London,,GTS - Mgmt & Support (Stream),"&lt;p&gt;&lt;strong&gt;Head of Analytics | Last Mile | Hybrid Working | London OR Hatfield HQ&lt;/strong&gt;&lt;/p&gt; &lt;h4&gt;&lt;strong&gt;Introduction&lt;/strong&gt;&lt;/h4&gt; &lt;p&gt;We are Ocado Group, and we&#39;re bringing world-class automation to online grocery. Our Ocado Smart Platform (OSP) combines cutting-edge robotics, AI, and IoT within our advanced CFCs (Customer Fulfilment Centres). We&#39;ve mastered the single pick, transforming online delivery for our global partners. Join us and be part of a team pushing the boundaries of retail technology.&lt;/p&gt; &lt;h4&gt;&lt;strong&gt;About the Role&lt;/strong&gt;&lt;/h4&gt; &lt;p&gt;As the Head of Analytics for Last Mile, you will take full ownership of the insight agenda for one of the most operationally intensive domains at Ocado. Last Mile oversees the critical final stage of our operation - ensuring the right orders reach the right customers on time - and encompasses delivery routing, fleet operations, slot management, and performance tracking across our global partners.&lt;/p&gt; &lt;p&gt;This is a highly influential, cross-functional position sitting on the Data &amp;amp; Analytics leadership team. While our underlying AI capability is already advanced, this role is less about inventing the technology and heavily focused on the human and operational element: turning advanced capabilities into tangible business value, driving stakeholder adoption, and bringing together teams that do not normally work closely together.&lt;/p&gt; &lt;p&gt;You will drive delivery through influence rather than direct authority, collaborating closely with VP-level leaders across Product, Engineering, and Partner Success, as well as peer Heads of Analytics in Fulfilment and Ecommerce. Additionally, you will ensure solutions are built in a way that serves Ocado Retail today, with a view to potentially releasing successful solutions to external Ocado partners in the future.&lt;/p&gt; &lt;h4&gt;&lt;strong&gt;Key Responsibilities&lt;/strong&gt;&lt;/h4&gt; &lt;ul&gt; &lt;li&gt;Drive Last-Mile Efficiency: Conceptualize opportunities, develop strategic approaches, and pull together the right cross-functional teams to optimize current operations.&lt;/li&gt; &lt;li&gt;Deliver Operational Value: Drive initiatives focused on turning advanced analytical/AI capabilities into operational reality, including improving store operations, maximizing fulfillment efficiency, and optimizing the use of chiller totes and capacity.&lt;/li&gt; &lt;li&gt;Enable Better Decision-Making: Enable a higher volume of orders to be successfully fulfilled through better operational and data-driven decisions.&lt;/li&gt; &lt;li&gt;Lead and Develop the Team: Manage the Last Mile analytics team, establishing clear standards for work prioritization, scoping, and communication.&lt;/li&gt; &lt;li&gt;Nurture Talent: Oversee the technical and communication development of analysts to ensure insights are actionable, highly impactful, and easily understood by the business.&lt;/li&gt; &lt;li&gt;Foster an Experimentation Culture: Champion a culture of innovation and experimentation, negotiating decision rights, setting clear evidence standards, and encouraging testing over instinctual decision-making.&lt;/li&gt; &lt;li&gt;Manage AI Foundations: Own the semantic and context layers for Last Mile, ensuring business definitions and metric logic remain accurate so AI-generated outputs align seamlessly with real-world operations.&lt;/li&gt; &lt;li&gt;Optimise Feedback Loops: Work with the central AI enablement function to design and maintain tight feedback loops between AI outputs and ground truth, helping stakeholders adopt and use these tools confidently.&lt;/li&gt; &lt;/ul&gt; &lt;h4&gt;&lt;strong&gt;What We&#39;re Looking For:&lt;/strong&gt;&lt;/h4&gt; &lt;h5&gt;&lt;strong&gt;&lt;em&gt;Essential&lt;/em&gt;&lt;/strong&gt;&lt;/h5&gt; &lt;ul&gt; &lt;li&gt;Complex Stakeholder Management &amp;amp; Influence: A background in management c"
Remotive API,https://remotive.com/remote-jobs/software-development/tech-lead-full-stack-rails-engineer-2069746,2026-09-14T20:33:27,Mitre Media,Tech Lead Full-Stack Rails Engineer,Software Development,"USA, Canada, USA timezones",full_time,api; CSS; docker; elasticsearch; fullstack; html; javascript; kubernetes; postgresql; react; ror; ruby/rails; AI/ML; CAD; advertising; Redis; ES6; web applications; MySQL; NLP; fintech; Micro services; github; system architecture,"About Mitre Media Mitre Media is redefining FinTech with AI-driven tools that empower millions of investors. Our portfolio, including Dividend.com and MutualFunds.com, leverages LLMs to deliver novel data insights and visually rich user experiences. For over a decade, we’ve served individual investors, financial advisors, and top asset managers like BlackRock and Vanguard through our premium data, tools, and advertising solutions. Join our lean, entrepreneurial team to shape the future of AI-powered investing from your location ±3 hours from Eastern Time. Our users are deeply engaged, spending over 5 minutes per visit with a bounce rate below 10%, researching investments across hundreds of different categories. With 40 million brokerage accounts in the U.S., we take pride in building tools that make a real impact, fostering a culture of trust, innovation, and dynamism. If you’re passionate about financial technology and AI, we’d love to connect! About the Role As a Full-Stack Rails Tech Lead, you’ll architect and implement LLM-powered web applications within our microservices-based Rails 8 platform. Reporting directly to our CTO, you’ll collaborate with a small, high-impact team to deliver user experiences across Dividend.com, MutualFunds.com and other brands within our portfolio. This role combines expert Ruby on Rails skills with AI integration expertise, requiring you to leverage LLMs in your development workflow, state management and user interactions. You’ll work in a remote-first hybrid environment, which encourages in person collaboration, using ShapeUp to manage projects that trade-off on-time delivery for de-scoped outcomes. As a technical leader, you'll have a seat at the table shaping system architecture, implementing core features all while embracing an entrepreneurial mindset and a “get things done” mentality. Responsibilities Architect and maintain Rails applications (Rails 8) Integrate LLMs into our microservices architecture for state management and real-time user experiences. Enhance front-end experiences with Hotwire, StimulusJS, or React, ensuring seamless AI-driven interactions. Optimize LLM inference for low latency and cost, using caching and asynchronous processing. Required Technical Skills Back-End Ruby (5+ years, expert-level) Ruby on Rails (Rails 6-8 preferred) PostgreSQL (or MySQL) Elasticsearch Redis Docker Front-End StimulusJS or JavaScript ES6 Tailwind CSS HTML HTTP AI Integration Experience integrating AI/ML models (e.g., LLMs, NLP) with web applications Familiarity with LLM frameworks (e.g., LangChain, Hugging Face) or APIs (e.g., xAI, Anthropic) Nice-to-Have Technical Skills Kubernetes for microservices orchestration React for advanced front-end components Graph databases for complex financial data Contributions to open-source RoR or AI projects Required Soft Skills Entrepreneurial mindset with a passion for AI and FinTech Natural leader who mentors and inspires teammates Problem-solver with a “get things done” mentality Excellent communication, thriving in remote and cross-team collaboration Attention to detail, ensuring clean, maintainable code Team player comfortable as an individual contributor Why Join Us? Impactful Work : Build AI-powered tools that help millions of investors make informed decisions from data-driven insights. Cutting-Edge Tech : Work with Rails 8, LLMs, and modern tools like Hotwire, Databricks, and xAI’s API in a microservices architecture. Autonomy and Influence : Collaborate directly with our CEO and CTO to shape our AI-driven platform, with freedom to innovate. Competitive Compensation : $160,000–$200,000 CAD/USD (based on experience) and benefits. Remote Flexibility : Remote-first (±3 hours from ET) with hybrid in office collaboration in Toronto or NYC Growth Opportunities : Budget for AI and Rails conferences (e.g., NeurIPS, RailsConf), plus access to cutting-edge AI tools for experimentation. Dynamic Culture : Join a small, no-ego team passionate about trust, inno"
The Muse API,https://www.themuse.com/jobs/tdbank/associate-banker-ii-part-time-30-hour-wolfeboro,2026-09-14T19:56:12,TD Bank,Associate Banker II - Part Time- 30 Hour - Wolfeboro,Software Engineering,"Laconia, NH",external,Software Engineering; Mid Level,"Work Location: Wolfeboro Falls, New Hampshire, United States of America Hours: 30 Pay Details: $22.00 - $27.75 USD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may vary based upon the candidate's skills and experience, job-related knowledge, geographic location, and other specific business and organizational needs. As a candidate, you are encouraged to ask compensation related questions and have an open dialogue with your recruiter who can provide you more specific details for this role. Line of Business: Personal &amp; Commercial Banking Job Description: The Banking Associate is a professional in banking, plays a key role in delivering TD's Brand promise at a store location. This role is accountable for accurately completing everyday banking transactions and providing advice and educational support on services, products, and tools to help Customers achieve their financial goals. Depth &amp; Scope: Performs a wide range of tasks across multiple areas within a Store location; to include processing customer transactions, opening new accounts and educating customers on all banking products and services Delivers end-to-end advice customers expect: (1) building trust with educational content &amp; tools, (2) providing consultative support, and (3) advocating with proactive insights &amp; recommendations Utilizes TD's systems and tools to engage with Customers to acquire and deepen relationships by providing advice and guidance to ultimately attract, and retain the customer Understands customer financial needs to identify opportunities to promote and educate on products, services, and/or refer them to the appropriate team member or internal Bank partner, while ensuring a positive customer experience Accurately completes everyday banking transactions either on the teller line or on the platform while uncovering customer financial needs and educating on products, services and tools or referring to the appropriate expert Services the customer, on both the teller line and platform as needed, with the ability to service customers with opening/closing personal deposit accounts, everyday bank transactions, debit card/credit card issues, regulation E, mobile and on-line (digital) banking Connects with customers, provides financial advice, and deepens relationships through lead management activities to include the creation &amp; management of self-generated leads, the management of received partner/retail to retail referral leads or campaign leads, customer outreach (outbound calls, relay SMS), setting and/or hosting appointments, and lead prioritization Education &amp; Experience: High school diploma or GED 1 year experience working with customers in any capacity and can be demonstrated through any of the following: volunteering, education, military experience preferred Demonstrated Customer Service skills preferred Ability to work during operating hours to include evenings, weekends and holidays as scheduled Teller experience preferred Required to complete Teller training and part 1 of platform training upon hire Strong organization skills to handle multiple tasks in a fast-paced environment Excellent communication skills with ability to be concise, clear and consistent Demonstrated effective problem-solving skills Demonstrated ability to schedule and prioritize work Demonstrated ability to work independently and within deadlines Sound judgment in decision making and problem solving Proficient in Microsoft Office Notary License preferred Customer Accountabilities: Consistently provides legendary customer service while transacting, promoting, educating and referring TD Products to new and existing customers Es"
The Muse API,https://www.themuse.com/jobs/thetjxcompaniesinc/merchandise-coordinator-08ebe5,2026-09-13T20:32:15,"The TJX Companies, Inc.",Merchandise Coordinator,Retail,"Cumberland, ME",external,Retail; Mid Level,"Marshalls At TJX Companies, every day brings new opportunities for growth, exploration, and achievement. You'll be part of our vibrant team that embraces diversity, fosters collaboration, and prioritizes your development. Whether you're working in our four global Home Offices, Distribution Centers or Retail Stores-TJ Maxx, Marshalls, Homegoods, Homesense, Sierra, Winners, and TK Maxx, you'll find abundant opportunities to learn, thrive, and make an impact. Come join our TJX family-a Fortune 100 company and the world's leading off-price retailer. Job Description: Opportunity: Grow Your Career Responsible for executing receiving and merchandising standards while ensuring Associates are processing efficiently and effectively, and working as a team. Ensures an excellent customer experience by engaging and interacting with all customers, and maintaining a clean and organized store. Role models exceptional customer service. Creates a positive internal and external customer experience Promotes a culture of honesty and integrity; maintains confidentiality Orchestrates truck delivery, prioritizing the processing of merchandise onto the sales floor Trains and mentors Associates on established merchandising and processing principles Ensures merchandise is properly tagged, hung, secured, and coded Communicates with the Coordinator on Duty to ensure efficient flow of goods to sales floor Ensures Associates complete tasks and activities according to store plan; prioritizes as needed Monitors productivity of team and coaches as necessary Organizes and rotates back stock for easy replenishment Maintains and upholds merchandising philosophy and signage standards Maintains all organizational, cleanliness and recovery standards for the backroom area Ensures compliance with recycling and, where applicable, hazardous waste programs Communicates accurately and effectively with management and Associates when setting and addressing priorities; provides progress updates Provides and accepts recognition and constructive feedback Partners with Management on Associate training needs to increase effectiveness Ensures adherence to all labor laws, policies, and procedures Promotes credit and loyalty programs Supports and participates in store shrink reduction goals and programs Promotes safety awareness and maintains a safe environment Other duties as assigned Who We're Looking For: You. Able to work a flexible schedule, including nights and weekends Superior communication and organizational skills with attention to detail Capable of multi-tasking Able to respond appropriately to changes in direction or unexpected situations Team player, working effectively with peers and supervisors Capable of lifting heavy objects with or without reasonable accommodation Able to train others 1 year retail and 6 months of leadership experience Benefits include: Associate discount; EAP; smoking cessation; bereavement; 401(k) Associate contributions; child care &amp; cell phone discounts; pet &amp; legal insurance; credit union; referral bonuses. Those who meet service or hours requirements are also eligible for: 401(k) match; medical/dental/vision; HSA; health care FSA; life insurance; short/long term disability; paid parental leave; paid holidays/vacation/sick; auto/home insurance discounts; scholarship program; adoption assistance. All benefits are provided in accordance with and subject to the terms of the applicable plan or program and may change from time to time. Contact your TJX representative for more information. In addition to our open door policy and supportive work environment, we also strive to provide a competitive salary and benefits package. TJX considers all applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, gender identity and expression, marital or military status, or based on any individual's status in any group or class protected by applicable federal, state, or local law. TJX"
The Muse API,https://www.themuse.com/jobs/infosys/principal-sap-attp-consultant,2026-09-13T20:11:49,Infosys,Principal SAP ATTP Consultant,Software Engineering,"Calgary, Canada",external,Software Engineering; Senior Level,"Infosys is hiring for Principal SAP ATTP Consultant Required Qualifications: Candidate must be located within commuting distance of Mississauga , Canada or be willing to relocate to the area. This position may require travel in Canada. Bachelor's degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education. At least 11 years of Information Technology experience. Candidates authorized to work for any employer in the Canada without employer-based visa sponsorship are welcome to apply. Infosys is unable to provide immigration sponsorship for this role at this time. Required Skills Analyze complex business processes to identify optimization opportunities and draft detailed requirement specifications that align with enterprise architecture standards Define and develop solution architecture, steering customization and integration efforts based on thorough business analysis Design and implement advanced customizations basis ERP platform's capabilities and limitations and develop critical software applications in collaboration with the development team Develop and implement complex integration workflows to connect the ERP system with external applications, while leading large-scale data migration strategies to ensure data integrity Implement advanced performance optimization strategies focused on scalability, reliability, and user experience, while leading compliance initiatives throughs audits, to uphold security protocols and industry standards Develop detailed documentation for complex ERP customizations and lead training workshops tailored to various user groups, to ensure effective knowledge transfer Expertise in ERP systems, architecture, and advanced customization techniques Ability to design complex integration solutions and guide large-scale data migrations Proactive problem-solving to streamline complex requirements A strategic mindset to align technical solutions with business goals and market trends. Deep understanding of compliance requirements, security protocols, and performance optimization methodologies Sector specific expertise for high quality project delivery Experience in Business Process Consulting, problem definition, Architecture/Design /Detailing of Processes Experience in Development/ Configuration/solutions evaluation/ Validation and deployment Experience in SAP EWM Experience in Project life cycle activities on development and maintenance projects. SAP project support experience in SAP ATTP and SAP EWM and integration with other process areas Good understanding of tools like solution manager, service now, HPALM, etc. Good SAP ATTP Knowledge related to ATTP Master Data, Manufacturing and Distribution Process in ATTP, various ATTP Operations, Trace link Integration with ATTP, government reporting of various countries via ATTP, ECC-EWM-ATTP Integration. SAP EWM with knowledge of Inbound Processing Outbound Processing, Physical Inventory, RF Transactions, HU Management, Transportation Units, Production Integration Exposure of working in an environment utilizing number of non ECC systems like MES, WES using interfaces such as PI, ALE etc. Good understanding of integration aspects with other modules SD, MM, PP, Manufacturing and QM SAP product certifications are a plus. Good understanding of business processes in the life sciences / pharmaceutical domain. Good understanding of GXP and SOX requirements. Should have working experience in a highly regulated environment. Excellent communication and interpersonal skills. Well versed in English. Excellent spoken and written skills. Proactive approach to problem solving. Onsite and offshore coordination High Impact communication with senior stakeholders The job may also entail sitting as well as working at a computer for extended periods of time. Candidates should be able to effectively communicate by telephone, email, and face to face. Estimated annual "
The Muse API,https://www.themuse.com/jobs/generalmotors/senior-systems-engineer-autonomy-behavior,2026-09-12T21:44:44,General Motors,Senior Systems Engineer - Autonomy Behavior,Software Engineering,"Sunnyvale, CA",external,Software Engineering; Senior Level,"Description Senior Systems Engineer - Autonomy Behavior The Role As a Senior Autonomy Behavior Systems Engineer, you will help define and validate how an autonomous vehicle behaves in the real world. You will own one or more behavior areas from requirements through simulation evaluation, road-data review, and release recommendation. This role sits at the intersection of systems engineering, software validation, simulation, and safety. You will turn broad product and safety goals into clear behavior definitions, testable requirements, metrics, test plans, and evidence. You will also need to understand what the results mean, where they are weak, and what should happen next. What You'll Do Own end-to-end validation for one or more autonomous driving behaviors, from initial behavior scoping and requirements definition to product launch. Combine simulation, road data, closed-course testing, and expert review to evaluate behavior across large scenario sets, diverse conditions, software versions, and fleet configurations. Define, deploy, and refine metrics, test strategies and acceptance criteria for autonomous behavior for simulation and road. Partner with teams across and outside the autonomy organization to assess, author, and present behavior readiness for release and launch decisions. Required Qualifications Master's degree in systems engineering, mechanical engineering, aerospace engineering, electrical engineering, computer science, robotics, or a related field. 5 or more years of professional experience in systems engineering, autonomous vehicles, robotics, simulation, or safety-critical validation. Proven experience evaluating autonomous vehicles in support of a self-driving fleet launch. Strong understanding of systems engineering fundamentals, including system decomposition, use-case definition, requirements authoring, interface definition, verification planning, and traceability. Professional experience designing or executing simulation-based evaluations at scale, not just isolated scenario demonstrations. Strong Python experience for data analysis, test automation, simulation workflows, and engineering tools and exposure to agentic workflows. Strong written and verbal communication skills, with a track record of working effectively across teams. Demonstrated ability to manage stakeholders, resolve ambiguity, set expectations, and drive work to completion without waiting for a perfect process. What Will Give You a Competitive Edge Experience with human benchmarking for behavioral or safety evaluation, including attentive human benchmark data, human percentiles, or expert labeling. Experience with counterfactual analysis in simulation, including comparing an autonomous vehicle response with a human or alternate-system response under the same scene conditions. Familiarity with safety cases, safety claims, and the role of validation evidence in supporting them. Experience with hazard analysis, including structured hazard analysis, scenario-based hazard analysis, failure analysis, or similar methods. Understanding of risk quantification, risk acceptance, risk budgets, and mitigation prioritization. Experience translating legal or regulatory expectations into behavioral requirements, metrics, test coverage, or compliance evidence. Experience with large scenario libraries, synthetic test generation, replay-to-simulation workflows, simulation test protocols, or validation scorecards. Compensation: The compensation information is a good faith estimate only. It is based on what a successful applicant might be paid in accordance with applicable state laws. The compensation may not be representative for positions located outside of New York, Colorado, California, or Washington. • The salary range for this role: is $153,200 to $234,100. The actual base salary a successful candidate will be offered within this range will vary based on factors relevant to the position. • Bonus Potential: An incentive pay program offers payouts based on"
The Muse API,https://www.themuse.com/jobs/jabil/production-supervisor-516f2b,2026-09-12T20:49:58,Jabil,Production Supervisor,Business Operations,"Colonial Heights, VA",external,Business Operations; Mid Level,"At Jabil (NYSE: JBL), we are proud to be a trusted partner for the world's top brands, offering comprehensive engineering, supply chain, and manufacturing solutions. With 60 years of experience across industries and a vast network of over 100 sites worldwide, Jabil combines global reach with local expertise to deliver both scalable and customized solutions. Our commitment extends beyond business success as we strive to build sustainable processes that minimize environmental impact and foster vibrant and diverse communities around the globe. Location/Division Specific Information On-site at our Prince George, VA facility. This role is to support a new factory in Prince George, VA (onsite) startup manufacturing large form-factor equipment. The product will be large (shipping container size), heavy (50+ tons), and complex. This position will be part of the core factory startup and onboarding team responsible for building the operations and manufacturing staff, fitting out the building, and creating the process flow/work instructions/etc. from the ground up. Skills to include: panel and point to point wire assembly, Medium Voltage, Low Voltage, and High Power Electronic assemblies. How will you make an impact? You will lead and develop production teams while driving operational excellence across manufacturing operations. Your leadership will ensure production schedules are met, quality standards are maintained, and continuous improvement initiatives deliver measurable results. What will you do? Lead day-to-day production operations to achieve safety, quality, delivery, and productivity objectives. Supervise, coach, and develop production team members to maximize performance and engagement. Monitor and manage production schedules, labor utilization, and operational metrics. Drive continuous improvement initiatives to improve efficiency, quality, and throughput. Partner with Engineering, Quality, Maintenance, Supply Chain, and other cross-functional teams to resolve issues and support business objectives. Ensure compliance with company policies, safety standards, and regulatory requirements. Support staffing, training, performance management, and succession planning activities. Analyze production data and implement corrective actions to address performance gaps. Foster a culture of accountability, teamwork, and customer focus. Lead by example and promote a safe, positive, and results-oriented work environment. How will you get here? Education Bachelor's degree in Engineering, Operations, Manufacturing, Business, or a related field preferred. Equivalent combination of education and relevant manufacturing leadership experience will be considered. Experience 3+ years of manufacturing leadership experience in a supervisor, team lead, or management role. Experience leading production teams in a high-volume manufacturing environment. Demonstrated experience in large form factor manufacturing is strongly preferred. Experience managing direct labor, production schedules, and key operational metrics. Knowledge, Skills, Abilities Strong leadership, coaching, and employee development skills. Understanding of Lean Manufacturing, continuous improvement, and problem-solving methodologies. Ability to analyze production metrics and drive actions that improve performance. Strong communication and interpersonal skills with the ability to influence across multiple levels of the organization. Ability to balance multiple priorities in a fast-paced manufacturing environment. Proficiency with Microsoft Office and manufacturing reporting systems. Preferred Qualifications Experience in electronics manufacturing, industrial manufacturing, automotive, aerospace, heavy equipment, appliance manufacturing, or other large form factor production environments. Knowledge of process improvement methodologies such as Lean Manufacturing, Six Sigma, Kaizen, or Demand Flow Technology. Experience supporting new product introductions, equipment installations, or production"
